"","Matricula","NC","C"
"1","02-001-0064","0","1"
"2","02-001-0200","0","1"
"3","03-002-0488","1","0"
"4","03-003-0219","1","1"
"5","03-003-0550","1","0"
"6","05-002-0012","2","0"
"7","05-005-2853","3","1"
"8","05-005-2855","0","1"
"9","05-005-2856","0","1"
"10","05-005-2858","0","1"
"11","05-005-2864","1","0"
"12","05-005-3325","2","1"
"13","05-005-3346","0","1"
"14","05-005-3348","1","1"
"15","05-005-3388","2","1"
"16","05-005-3389","0","1"
"17","05-005-3390","1","0"
"18","05-006-2843","0","1"
"19","05-006-2850","0","1"
"20","05-006-2852","1","1"
"21","05-006-2860","0","1"
"22","05-006-2868","0","1"
"23","05-006-3355","0","1"
"24","05-006-3358","0","1"
"25","05-006-3359","3","1"
"26","05-006-3375","0","1"
"27","05-006-3387","1","0"
"28","05-007-0001","0","1"
"29","05-007-0002","2","0"
"30","05-007-0006","2","0"
"31","05-007-0010","0","1"
"32","05-007-0018","0","1"
"33","05-008-0002","0","1"
"34","05-008-0005","0","1"
"35","05-008-0010","1","1"
"36","05-008-0011","0","1"
"37","05-008-0013","0","1"
"38","05-008-0015","0","1"
"39","05-009-0001","0","1"
"40","05-009-0005","1","0"
"41","05-009-0006","0","1"
"42","05-009-0007","1","1"
"43","05-009-0009","0","1"
"44","05-009-0011","3","1"
"45","05-009-0012","1","1"
"46","05-009-0013","1","1"
"47","05-009-0014","0","1"
"48","05-009-0017","0","1"
"49","05-009-0018","0","1"
"50","05-009-0019","0","1"
"51","05-009-0021","2","1"
"52","06-003-0645","1","0"
"53","06-003-0950","0","1"
"54","06-003-1711","0","1"
"55","06-003-1850","0","1"
"56","06-005-0004","0","1"
"57","06-005-0006","0","1"
"58","06-006-0003","1","1"
"59","06-007-0001","1","0"
"60","06-007-0002","0","1"
"61","06-007-0003","0","1"
"62","06-008-0003","1","1"
"63","06-008-0004","0","1"
"64","06-008-0005","0","1"
"65","06-008-0007","0","1"
"66","06-008-0011","0","1"
"67","06-008-0013","1","0"
"68","06-008-0015","1","1"
"69","07-005-0001","1","0"
"70","07-006-0001","0","1"
"71","07-006-0003","1","0"
"72","07-006-0004","0","1"
"73","07-006-0005","0","1"
"74","07-006-0006","1","1"
"75","07-006-0007","1","1"
"76","07-007-0004","0","1"
"77","07-008-0001","0","1"
"78","07-008-0003","0","1"
"79","07-008-0005","2","0"
"80","07-008-0010","0","1"
"81","07-008-0012","1","1"
"82","07-008-0014","0","1"
"83","07-008-0015","0","1"
"84","07-009-0001","2","1"
"85","07-009-0003","0","1"
"86","07-010-0002","0","1"
"87","07-010-0003","3","0"
"88","07-010-0004","0","1"
"89","07-010-0006","1","0"
"90","07-010-0007","0","1"
"91","07-010-0008","1","1"
"92","07-010-0009","0","1"
"93","07-010-0011","0","1"
"94","07-010-0016","2","1"
"95","07-010-0018","0","1"
"96","07-010-0019","0","1"
"97","07-010-0021","1","0"
"98","07-010-0022","1","0"
"99","07-010-0023","1","1"
"100","07-010-0025","0","1"
"101","07-011-0214","1","0"
"102","07-011-0521","0","1"
"103","07-011-0539","0","1"
"104","07-011-0662","0","1"
"105","07-011-0906","0","1"
"106","07-011-0923","0","1"
"107","08-003-0842","0","1"
"108","08-005-0007","1","0"
"109","08-005-0008","1","0"
"110","08-005-0013","1","0"
"111","08-006-0001","1","1"
"112","08-006-0003","0","1"
"113","08-006-0005","2","0"
"114","08-006-0006","0","1"
"115","08-006-0007","0","1"
"116","08-006-0008","1","0"
"117","08-006-0009","0","1"
"118","08-006-0011","1","1"
"119","08-007-0002","0","1"
"120","08-008-0001","2","1"
"121","08-008-0002","0","1"
"122","08-008-0003","0","1"
"123","08-008-0004","0","1"
"124","08-008-0006","0","1"
"125","08-008-0008","0","1"
"126","08-008-0009","3","0"
"127","08-008-0010","0","1"
"128","08-008-0011","0","1"
"129","08-008-0012","1","0"
"130","08-008-0014","0","1"
"131","08-009-0001","0","1"
"132","08-009-0002","0","1"
"133","08-009-0004","0","1"
"134","08-009-0005","0","1"
"135","08-009-0008","0","1"
"136","08-009-0011","0","1"
"137","08-009-0016","0","1"
"138","08-009-0017","0","1"
"139","08-009-0018","0","1"
"140","08-009-0019","0","1"
"141","08-009-0020","0","1"
"142","08-009-0023","0","1"
"143","08-009-0024","1","0"
"144","08-009-0025","4","1"
"145","08-009-0026","0","1"
"146","08-011-0062","1","1"
"147","08-011-0524","1","0"
"148","08-011-0532","0","1"
"149","08-011-0908","0","1"
"150","09-005-0001","1","0"
"151","09-005-0003","0","1"
"152","09-005-0004","1","0"
"153","09-006-0001","0","1"
"154","09-006-0002","1","1"
"155","09-006-0004","1","1"
"156","09-008-0005","0","1"
"157","09-008-0007","1","0"
"158","09-008-0008","0","1"
"159","09-008-0011","0","1"
"160","09-008-0012","0","1"
"161","09-008-0013","0","1"
"162","09-008-0014","1","0"
"163","09-008-0018","0","1"
"164","09-008-0019","1","0"
"165","09-008-0020","1","1"
"166","09-008-0021","1","0"
"167","09-008-0027","0","1"
"168","09-008-0029","1","0"
"169","09-009-0001","0","1"
"170","09-010-0001","0","1"
"171","09-010-0005","0","1"
"172","09-010-0009","0","1"
"173","09-010-0011","0","1"
"174","09-010-0013","0","1"
"175","09-010-0018","0","1"
"176","09-010-0021","1","1"
"177","09-010-0025","1","0"
"178","09-010-0026","1","1"
"179","09-010-0028","1","1"
"180","09-011-0034","1","0"
"181","09-011-0627","0","1"
"182","10-003-0424","1","1"
"183","10-003-0840","0","1"
"184","10-003-1048","1","0"
"185","10-003-1374","0","1"
"186","10-005-0001","0","1"
"187","10-005-0002","0","1"
"188","10-005-0003","0","1"
"189","10-005-0004","0","1"
"190","10-005-0008","0","1"
"191","10-005-0010","2","0"
"192","10-005-0013","1","1"
"193","10-005-0015","1","0"
"194","10-005-0019","1","1"
"195","10-005-0020","0","1"
"196","10-005-0021","0","1"
"197","10-007-0001","0","1"
"198","10-008-0001","0","1"
"199","10-008-0003","0","1"
"200","10-008-0008","1","1"
"201","10-008-0010","1","1"
"202","10-008-0015","2","1"
"203","10-008-0016","1","0"
"204","10-008-0020","0","1"
"205","10-008-0021","2","1"
"206","10-008-0024","1","0"
"207","10-008-0025","0","1"
"208","10-008-0026","1","1"
"209","10-008-0033","1","1"
"210","10-008-0034","1","0"
"211","10-008-0035","2","0"
"212","10-008-0037","1","0"
"213","10-009-0001","1","0"
"214","10-009-0010","0","1"
"215","10-009-0014","1","1"
"216","10-009-0019","0","1"
"217","10-009-0025","0","1"
"218","10-009-0027","0","1"
"219","10-009-0030","0","1"
"220","10-009-0032","0","1"
"221","10-010-0002","1","0"
"222","10-010-0003","0","1"
"223","10-011-0270","0","1"
"224","10-011-0316","0","1"
"225","10-011-0350","0","1"
"226","10-011-0531","1","0"
"227","11-001-0089","0","1"
"228","11-002-0068","0","1"
"229","11-002-0199","0","1"
"230","11-003-1070","0","1"
"231","11-005-0003","0","1"
"232","11-005-0004","3","0"
"233","11-005-0005","2","1"
"234","11-005-0008","1","0"
"235","11-005-0012","1","1"
"236","11-006-0001","0","1"
"237","11-007-0001","0","1"
"238","11-007-0004","0","1"
"239","11-007-0005","1","0"
"240","11-008-0001","0","1"
"241","11-008-0003","0","1"
"242","11-008-0004","0","1"
"243","11-008-0005","2","0"
"244","11-008-0006","0","1"
"245","11-009-0001","0","1"
"246","11-010-0004","0","1"
"247","11-010-0007","0","1"
"248","11-010-0009","1","0"
"249","11-010-0011","0","1"
"250","11-010-0016","1","1"
"251","11-010-0017","2","0"
"252","11-010-0018","0","1"
"253","11-010-0019","0","1"
"254","11-010-0021","1","1"
"255","11-010-0023","1","1"
"256","11-010-0029","1","0"
"257","11-010-0030","0","1"
"258","11-011-0378","0","1"
"259","11-011-0581","1","1"
"260","11-011-0678","1","0"
"261","12-003-0277","0","1"
"262","12-004-0084","0","1"
"263","12-004-0115","0","1"
"264","12-005-0001","1","1"
"265","12-006-0001","0","1"
"266","12-008-0001","1","0"
"267","12-008-0002","0","1"
"268","12-008-0008","1","1"
"269","12-008-0009","1","0"
"270","12-008-0010","1","1"
"271","12-008-0011","1","0"
"272","12-008-0013","0","1"
"273","12-008-0014","1","0"
"274","12-008-0015","1","0"
"275","12-008-0016","0","1"
"276","12-008-0019","1","1"
"277","12-008-0020","1","1"
"278","12-008-0023","0","1"
"279","12-008-0025","1","0"
"280","12-008-0026","0","1"
"281","12-008-0028","0","1"
"282","12-008-0029","1","0"
"283","12-009-0002","0","1"
"284","12-009-0006","1","0"
"285","12-009-0007","1","0"
"286","12-009-0008","2","0"
"287","12-009-0012","1","0"
"288","12-009-0014","1","0"
"289","12-009-0019","1","0"
"290","12-009-0020","1","0"
"291","12-009-0024","0","1"
"292","12-009-0026","1","0"
"293","12-009-0027","1","0"
"294","12-009-0028","1","0"
"295","12-011-0092","2","0"
"296","12-011-0165","1","0"
"297","12-011-0175","1","0"
"298","12-011-0180","1","0"
"299","12-011-0352","0","1"
"300","12-011-0776","3","0"
"301","12-011-0861","2","0"
"302","12-011-1009","0","1"
"303","12-011-1192","0","1"
"304","13-001-0041","0","1"
"305","13-001-0053","0","1"
"306","13-001-0085","0","1"
"307","13-001-0109","0","1"
"308","13-001-0265","0","1"
"309","13-003-0256","0","1"
"310","13-003-0582","1","0"
"311","13-003-0941","2","0"
"312","13-003-1374","0","1"
"313","13-004-0021","0","1"
"314","13-004-0104","1","0"
"315","13-004-0154","0","1"
"316","13-004-0194","1","0"
"317","13-005-0002","0","1"
"318","13-005-0003","0","1"
"319","13-005-0004","0","1"
"320","13-005-0005","1","1"
"321","13-005-0007","0","1"
"322","13-005-0013","1","1"
"323","13-005-0015","1","0"
"324","13-005-0018","1","0"
"325","13-005-0020","0","1"
"326","13-006-0002","0","1"
"327","13-006-0003","0","1"
"328","13-006-0005","0","1"
"329","13-006-0006","0","1"
"330","13-006-0007","0","1"
"331","13-006-0009","0","1"
"332","13-006-0011","0","1"
"333","13-006-0012","0","1"
"334","13-006-0013","0","1"
"335","13-006-0015","0","1"
