"","Matricula","NC","C"
"1","02-001-0209","0","1"
"2","03-003-0219","1","0"
"3","04-003-1199","0","1"
"4","04-003-1658","3","1"
"5","05-003-2071","0","1"
"6","05-008-0005","0","1"
"7","05-009-0012","0","1"
"8","07-011-0521","0","1"
"9","08-001-0054","0","1"
"10","09-002-0168","0","1"
"11","09-003-0695","0","1"
"12","09-010-0021","0","1"
"13","10-003-1164","0","1"
"14","10-011-0316","0","1"
"15","10-011-0350","0","1"
"16","11-003-0102","0","1"
"17","11-008-0004","0","1"
"18","11-011-0581","0","1"
"19","12-003-0782","0","1"
"20","12-003-1635","0","1"
"21","12-003-1684","0","1"
"22","12-011-0165","1","0"
"23","12-011-0175","1","1"
"24","12-011-0180","1","1"
"25","12-011-1009","0","1"
"26","13-001-0022","1","0"
"27","13-001-0109","0","1"
"28","13-003-0256","0","1"
"29","13-003-0582","0","1"
"30","13-003-0774","0","1"
"31","13-003-1577","1","0"
"32","13-004-0194","0","1"
"33","13-011-0075","0","1"
"34","13-011-0237","0","1"
"35","13-011-0661","1","0"
"36","13-011-0778","1","0"
"37","13-011-0857","1","0"
"38","14-002-0186","1","0"
"39","14-003-0122","1","0"
"40","14-003-0240","0","1"
"41","14-003-0321","0","1"
"42","14-003-1204","0","1"
"43","14-011-0044","0","1"
"44","14-011-0114","0","1"
"45","14-011-0275","0","1"
"46","14-011-0293","0","1"
"47","14-011-0313","1","0"
"48","14-011-0374","0","1"
"49","14-011-0394","0","1"
"50","14-011-0398","0","1"
"51","14-011-0537","0","1"
"52","14-011-0612","0","1"
"53","14-011-0622","0","1"
"54","14-011-0713","0","1"
"55","14-011-0964","1","0"
"56","14-011-0973","0","1"
"57","14-011-1039","0","1"
"58","14-011-1097","1","0"
"59","14-011-1102","0","1"
"60","14-011-1109","0","1"
"61","14-011-1142","1","0"
"62","14-011-1146","0","1"
"63","15-002-0289","0","1"
"64","15-007-0004","1","0"
"65","15-008-0003","0","1"
"66","15-010-0031","1","0"
"67","15-011-0011","0","1"
"68","15-011-0046","0","1"
"69","15-011-0150","0","1"
"70","15-011-0208","2","0"
"71","15-011-0224","0","1"
"72","15-011-0306","0","1"
"73","15-011-0332","0","1"
"74","15-011-0339","3","0"
"75","15-011-0557","0","1"
"76","15-011-0578","0","1"
"77","15-011-0679","1","0"
"78","15-011-0704","0","1"
"79","15-011-0711","0","1"
"80","15-011-0738","1","0"
"81","15-011-0791","0","1"
"82","15-011-0802","1","1"
"83","15-011-0890","1","0"
"84","15-011-0899","0","1"
"85","15-011-0949","1","0"
"86","15-011-1187","1","0"
"87","15-011-1190","0","1"
"88","16-008-0009","0","1"
"89","16-011-0014","0","1"
"90","16-011-0020","1","1"
"91","16-011-0030","1","1"
"92","16-011-0036","0","1"
"93","16-011-0045","0","1"
"94","16-011-0047","0","1"
"95","16-011-0112","0","1"
"96","16-011-0126","0","1"
"97","16-011-0139","0","1"
"98","16-011-0167","0","1"
"99","16-011-0190","0","1"
"100","16-011-0214","0","1"
"101","16-011-0250","1","0"
"102","16-011-0363","1","0"
"103","16-011-0417","0","1"
"104","16-011-0420","0","1"
"105","16-011-0521","1","0"
"106","16-011-0580","0","1"
"107","16-011-0664","0","1"
"108","16-011-0792","0","1"
"109","16-011-1138","1","1"
"110","17-003-1307","1","0"
"111","17-003-1598","0","1"
"112","17-011-0080","0","1"
"113","17-011-0108","1","0"
"114","17-011-0146","0","1"
"115","17-011-0256","1","0"
"116","17-011-0303","0","1"
"117","17-011-0379","0","1"
"118","17-011-0380","0","1"
"119","17-011-0408","1","0"
"120","17-011-0593","0","1"
"121","17-011-1168","1","0"
"122","17-011-1220","0","1"
"123","18-002-0496","0","1"
"124","18-010-0002","0","1"
"125","18-010-0004","0","1"
"126","18-010-0008","0","1"
"127","18-010-0012","0","1"
"128","18-010-0023","0","1"
"129","18-010-0024","0","1"
"130","18-010-0025","0","1"
"131","18-010-0030","1","0"
"132","18-010-0032","0","1"
"133","18-010-0033","1","0"
"134","18-010-0035","0","1"
"135","18-010-0036","0","1"
"136","18-010-0037","0","1"
"137","18-010-0038","0","1"
"138","18-010-0040","0","1"
"139","18-010-0048","0","1"
"140","18-010-0055","0","1"
"141","18-010-0056","0","1"
"142","18-010-0060","0","1"
"143","18-011-0275","1","0"
"144","18-011-0308","0","1"
"145","18-011-0324","0","1"
"146","18-011-0559","0","1"
"147","18-011-0799","0","1"
"148","18-011-0927","0","1"
"149","18-011-0936","1","0"
"150","18-011-0972","0","1"
"151","18-011-1037","0","1"
"152","18-011-1094","0","1"
"153","19-011-0001","0","1"
"154","19-011-0068","0","1"
"155","19-011-0587","0","1"
"156","19-011-0789","0","1"
