"","Matricula","NC","C"
"1","01-000-0257","0","1"
"2","03-003-0292","1","0"
"3","03-003-0407","0","1"
"4","04-003-1244","0","1"
"5","04-003-1658","0","1"
"6","05-003-4470","0","1"
"7","05-006-2868","2","1"
"8","05-007-0001","1","0"
"9","06-003-0645","1","1"
"10","06-003-0950","0","1"
"11","06-003-1711","2","0"
"12","07-009-0003","1","0"
"13","07-011-0523","0","1"
"14","07-011-0539","1","0"
"15","07-011-0906","0","1"
"16","08-001-0054","1","1"
"17","08-002-0082","1","0"
"18","08-003-0842","0","1"
"19","08-003-1348","0","1"
"20","08-003-1370","0","1"
"21","08-007-0002","0","1"
"22","08-011-0043","0","1"
"23","08-011-0116","1","1"
"24","08-011-0632","1","1"
"25","08-011-0928","0","1"
"26","08-011-1022","0","1"
"27","08-011-1036","0","1"
"28","09-002-0168","0","1"
"29","09-002-0244","1","1"
"30","09-003-0062","0","1"
"31","09-003-0695","0","1"
"32","09-008-0005","1","1"
"33","09-008-0008","0","1"
"34","09-010-0011","1","0"
"35","09-010-0013","1","0"
"36","09-011-0034","0","1"
"37","09-011-0587","0","1"
"38","09-011-0626","0","1"
"39","10-003-0139","0","1"
"40","10-008-0021","1","0"
"41","10-011-0116","1","0"
"42","10-011-0375","0","1"
"43","11-002-0078","2","1"
"44","11-003-0102","0","1"
"45","11-004-0109","0","1"
"46","11-010-0004","0","1"
"47","11-010-0023","0","1"
"48","11-011-0566","0","1"
"49","12-001-0208","0","1"
"50","12-008-0016","1","0"
"51","12-011-0037","0","1"
"52","12-011-0399","1","1"
"53","12-011-0905","0","1"
"54","12-011-0957","0","1"
"55","13-004-0154","0","1"
"56","14-011-0394","0","1"
"57","17-011-0265","0","1"
"58","18-011-0027","0","1"
