"","Matricula","NC","C"
"1","02-001-0064","0","1"
"2","02-001-0200","0","1"
"3","02-001-0209","0","1"
"4","03-003-0219","0","1"
"5","03-003-0550","0","1"
"6","04-003-1135","0","1"
"7","04-003-1244","0","1"
"8","04-003-1529","0","1"
"9","05-002-0012","0","1"
"10","05-003-2071","0","1"
"11","05-003-2140","0","1"
"12","05-003-3233","1","1"
"13","05-005-2853","0","1"
"14","05-005-2855","1","1"
"15","05-005-2856","0","1"
"16","05-005-2858","0","1"
"17","05-005-3325","0","1"
"18","05-005-3346","0","1"
"19","05-005-3388","0","1"
"20","05-005-3389","0","1"
"21","05-005-3390","0","1"
"22","05-006-2843","0","1"
"23","05-006-2850","0","1"
"24","05-006-2852","0","1"
"25","05-006-2860","0","1"
"26","05-006-3355","0","1"
"27","05-006-3358","0","1"
"28","05-006-3359","0","1"
"29","05-006-3375","0","1"
"30","05-007-0001","0","1"
"31","05-007-0010","0","1"
"32","05-007-0018","0","1"
"33","05-008-0002","0","1"
"34","05-008-0005","0","1"
"35","05-008-0010","0","1"
"36","05-008-0013","0","1"
"37","05-008-0015","0","1"
"38","05-009-0001","1","1"
"39","05-009-0005","1","0"
"40","05-009-0006","1","1"
"41","05-009-0007","1","1"
"42","05-009-0011","0","1"
"43","05-009-0013","0","1"
"44","05-009-0014","0","1"
"45","05-009-0017","0","1"
"46","05-009-0018","1","1"
"47","05-009-0019","0","1"
"48","05-009-0021","1","0"
"49","06-003-0645","0","1"
"50","06-003-0950","0","1"
"51","06-003-2649","0","1"
"52","06-005-0004","0","1"
"53","06-005-0006","0","1"
"54","06-006-0003","0","1"
"55","06-008-0003","1","1"
"56","06-008-0004","0","1"
"57","06-008-0006","0","1"
"58","06-008-0007","0","1"
"59","06-008-0011","0","1"
"60","06-008-0015","0","1"
"61","07-006-0001","0","1"
"62","07-006-0004","0","1"
"63","07-006-0005","0","1"
"64","07-006-0006","0","1"
"65","07-006-0007","0","1"
"66","07-008-0001","0","1"
"67","07-008-0003","1","1"
"68","07-008-0006","1","0"
"69","07-008-0010","0","1"
"70","07-008-0014","0","1"
"71","07-008-0015","0","1"
"72","07-009-0001","1","0"
"73","07-009-0003","0","1"
"74","07-010-0003","0","1"
"75","07-010-0004","0","1"
"76","07-010-0008","1","1"
"77","07-010-0009","0","1"
"78","07-010-0011","0","1"
"79","07-010-0016","0","1"
"80","07-010-0018","0","1"
"81","07-010-0019","0","1"
"82","07-010-0020","0","1"
"83","07-010-0021","0","1"
"84","07-010-0022","0","1"
"85","07-010-0023","0","1"
"86","07-011-0085","0","1"
"87","07-011-0523","0","1"
"88","07-011-0539","0","1"
"89","07-011-0662","0","1"
"90","07-011-0906","0","1"
"91","08-005-0013","1","0"
"92","08-006-0001","0","1"
"93","08-006-0005","0","1"
"94","08-006-0006","0","1"
"95","08-006-0007","0","1"
"96","08-006-0009","0","1"
"97","08-006-0011","0","1"
"98","08-007-0002","0","1"
"99","08-008-0001","0","1"
"100","08-008-0002","0","1"
"101","08-008-0003","0","1"
"102","08-008-0006","0","1"
"103","08-008-0008","0","1"
"104","08-008-0010","0","1"
"105","08-008-0011","0","1"
"106","08-008-0014","0","1"
"107","08-009-0001","0","1"
"108","08-009-0002","0","1"
"109","08-009-0004","0","1"
"110","08-009-0011","0","1"
"111","08-009-0016","0","1"
"112","08-009-0017","0","1"
"113","08-009-0018","0","1"
"114","08-009-0020","0","1"
"115","08-009-0025","1","1"
"116","08-011-0062","2","0"
"117","08-011-0331","0","1"
"118","08-011-0532","0","1"
"119","08-011-0908","0","1"
"120","08-011-0928","0","1"
"121","08-011-1022","0","1"
"122","09-001-0077","1","1"
"123","09-002-0168","0","1"
"124","09-003-0062","0","1"
"125","09-005-0003","0","1"
"126","09-006-0001","0","1"
"127","09-006-0002","0","1"
"128","09-006-0003","0","1"
"129","09-006-0004","0","1"
"130","09-007-0001","0","1"
"131","09-008-0005","0","1"
"132","09-008-0007","0","1"
"133","09-008-0008","0","1"
"134","09-008-0011","0","1"
"135","09-008-0012","0","1"
"136","09-008-0016","0","1"
"137","09-008-0019","1","0"
"138","09-008-0020","0","1"
"139","09-008-0021","0","1"
"140","09-008-0027","1","0"
"141","09-008-0029","1","0"
"142","09-010-0001","0","1"
"143","09-010-0005","0","1"
"144","09-010-0009","0","1"
"145","09-010-0013","0","1"
"146","09-010-0018","0","1"
"147","09-010-0021","0","1"
"148","09-010-0026","0","1"
"149","09-010-0028","0","1"
"150","09-011-0034","0","1"
"151","09-011-0242","0","1"
"152","09-011-0587","0","1"
"153","09-011-0627","0","1"
"154","10-002-0044","0","1"
"155","10-003-0424","0","1"
"156","10-003-0840","0","1"
"157","10-003-1048","0","1"
"158","10-003-1164","0","1"
"159","10-003-1374","0","1"
"160","10-005-0001","0","1"
"161","10-005-0002","0","1"
"162","10-005-0003","1","1"
"163","10-005-0004","0","1"
"164","10-005-0005","0","1"
"165","10-005-0008","0","1"
"166","10-005-0013","1","1"
"167","10-005-0015","1","0"
"168","10-005-0019","0","1"
"169","10-005-0020","0","1"
"170","10-005-0021","0","1"
"171","10-007-0001","0","1"
"172","10-008-0001","0","1"
"173","10-008-0003","0","1"
"174","10-008-0008","0","1"
"175","10-008-0010","0","1"
"176","10-008-0015","0","1"
"177","10-008-0020","0","1"
"178","10-008-0021","0","1"
"179","10-008-0025","0","1"
"180","10-008-0026","1","0"
"181","10-008-0033","0","1"
"182","10-008-0034","0","1"
"183","10-008-0035","0","1"
"184","10-009-0010","0","1"
"185","10-009-0014","0","1"
"186","10-009-0019","0","1"
"187","10-009-0025","0","1"
"188","10-009-0029","0","1"
"189","10-009-0030","0","1"
"190","10-009-0032","0","1"
"191","10-010-0003","0","1"
"192","10-011-0116","0","1"
"193","10-011-0270","0","1"
"194","10-011-0316","0","1"
"195","10-011-0350","0","1"
"196","10-011-0531","0","1"
"197","10-011-0570","0","1"
"198","11-001-0089","0","1"
"199","11-002-0199","0","1"
"200","11-002-0342","1","1"
"201","11-003-1070","0","1"
"202","11-005-0002","0","1"
"203","11-005-0003","0","1"
"204","11-005-0004","0","1"
"205","11-005-0005","0","1"
"206","11-005-0011","1","0"
"207","11-005-0012","0","1"
"208","11-006-0001","0","1"
"209","11-008-0003","0","1"
"210","11-008-0005","0","1"
"211","11-008-0006","0","1"
"212","11-009-0001","0","1"
"213","11-010-0004","0","1"
"214","11-010-0011","0","1"
"215","11-010-0016","0","1"
"216","11-010-0018","0","1"
"217","11-010-0019","0","1"
"218","11-010-0021","0","1"
"219","11-010-0023","0","1"
"220","11-010-0030","0","1"
"221","11-011-0378","0","1"
"222","11-011-0581","1","1"
"223","11-011-0678","2","0"
"224","12-001-0069","0","1"
"225","12-003-0277","0","1"
"226","12-003-0782","0","1"
"227","12-003-1635","0","1"
"228","12-003-1684","0","1"
"229","12-004-0084","0","1"
"230","12-004-0115","0","1"
"231","12-005-0001","0","1"
"232","12-006-0001","0","1"
"233","12-008-0002","0","1"
"234","12-008-0008","0","1"
"235","12-008-0010","0","1"
"236","12-008-0013","0","1"
"237","12-008-0016","0","1"
"238","12-008-0023","0","1"
"239","12-008-0025","0","1"
"240","12-008-0026","0","1"
"241","12-008-0028","0","1"
"242","12-009-0002","0","1"
"243","12-009-0008","1","1"
"244","12-009-0015","1","0"
"245","12-009-0019","3","0"
"246","12-009-0026","0","1"
"247","12-009-0027","0","1"
"248","12-011-0037","0","1"
"249","12-011-0092","1","1"
"250","12-011-0147","0","1"
"251","12-011-0175","0","1"
"252","12-011-0180","0","1"
"253","12-011-0861","0","1"
"254","12-011-1009","0","1"
"255","12-011-1192","0","1"
"256","13-001-0041","0","1"
"257","13-001-0109","0","1"
"258","13-001-0265","0","1"
"259","13-003-0256","0","1"
"260","13-003-0882","0","1"
"261","13-003-0941","0","1"
"262","13-003-1054","0","1"
"263","13-003-1505","0","1"
"264","13-003-1577","0","1"
"265","13-004-0021","0","1"
"266","13-004-0154","0","1"
"267","13-005-0003","0","1"
"268","13-005-0004","0","1"
"269","13-005-0013","1","1"
"270","13-005-0015","0","1"
"271","13-005-0018","0","1"
"272","13-005-0020","0","1"
"273","13-006-0002","0","1"
"274","13-006-0003","0","1"
"275","13-006-0005","0","1"
"276","13-006-0006","0","1"
"277","13-006-0007","0","1"
"278","13-006-0009","0","1"
"279","13-006-0011","0","1"
"280","13-006-0012","0","1"
"281","13-006-0013","0","1"
"282","13-006-0015","0","1"
"283","13-006-0016","0","1"
"284","13-006-0018","0","1"
"285","13-006-0020","0","1"
"286","13-008-0003","0","1"
"287","13-008-0006","0","1"
"288","13-008-0011","0","1"
"289","13-008-0013","0","1"
"290","13-008-0014","0","1"
"291","13-008-0016","0","1"
"292","13-008-0025","0","1"
"293","13-008-0027","0","1"
"294","13-008-0029","0","1"
"295","13-008-0031","0","1"
"296","13-008-0032","0","1"
"297","13-010-0001","0","1"
"298","13-010-0009","0","1"
"299","13-010-0011","0","1"
"300","13-010-0013","0","1"
"301","13-010-0014","0","1"
"302","13-010-0015","0","1"
"303","13-010-0017","0","1"
"304","13-010-0018","0","1"
"305","13-010-0020","0","1"
"306","13-010-0024","1","0"
"307","13-010-0027","0","1"
"308","13-010-0030","0","1"
"309","13-011-0075","0","1"
"310","13-011-0160","0","1"
"311","13-011-0237","1","1"
"312","13-011-0266","0","1"
"313","13-011-0283","0","1"
"314","13-011-0289","0","1"
"315","13-011-0349","0","1"
"316","13-011-0365","0","1"
"317","13-011-0370","0","1"
"318","13-011-0496","0","1"
"319","13-011-0560","0","1"
"320","13-011-0614","0","1"
"321","13-011-0731","1","1"
"322","13-011-0742","0","1"
"323","13-011-0778","0","1"
"324","13-011-0794","0","1"
"325","13-011-0863","0","1"
"326","13-011-0877","0","1"
"327","13-011-0893","0","1"
"328","13-011-0901","0","1"
"329","13-011-0954","0","1"
"330","13-011-0975","0","1"
"331","13-011-0999","0","1"
"332","14-002-0186","0","1"
"333","14-003-0321","0","1"
"334","14-003-0380","0","1"
"335","14-003-1204","0","1"
