"","Matricula","NC","C"
"112","07-010-0009","2","1"
"113","07-010-0011","3","1"
"114","07-010-0012","1","1"
"115","07-010-0016","1","1"
"116","07-010-0018","2","1"
"117","07-010-0019","0","1"
"118","07-010-0021","3","0"
"119","07-010-0022","1","1"
"120","07-010-0023","3","1"
"121","07-010-0025","0","1"
"122","07-011-0214","0","1"
"123","07-011-0521","0","1"
"124","07-011-0523","0","1"
"125","07-011-0539","0","1"
"126","07-011-0662","0","1"
"127","07-011-0906","1","1"
"128","07-011-0923","0","1"
"129","08-001-0054","1","1"
"130","08-002-0082","1","0"
"131","08-003-0842","0","1"
"132","08-003-1348","0","1"
"133","08-003-1370","1","1"
"134","08-005-0007","1","0"
"135","08-006-0001","0","1"
"136","08-006-0003","1","1"
"137","08-006-0004","1","0"
"138","08-006-0005","1","1"
"139","08-006-0006","3","1"
"140","08-006-0007","1","1"
"141","08-006-0008","0","1"
"142","08-006-0009","0","1"
"143","08-006-0011","1","1"
"144","08-007-0002","1","1"
"145","08-008-0001","6","0"
"146","08-008-0002","0","1"
"147","08-008-0003","0","1"
"148","08-008-0004","0","1"
"149","08-008-0006","0","1"
"150","08-008-0008","0","1"
"151","08-008-0009","1","1"
"152","08-008-0010","2","0"
"153","08-008-0011","4","1"
"154","08-008-0012","2","0"
"155","08-008-0014","0","1"
"156","08-008-0015","1","0"
"157","08-009-0001","1","1"
"158","08-009-0002","2","0"
"159","08-009-0004","1","1"
"160","08-009-0005","0","1"
"161","08-009-0011","0","1"
"162","08-009-0016","0","1"
"163","08-009-0017","0","1"
"164","08-009-0018","0","1"
"165","08-009-0020","0","1"
"166","08-009-0025","2","1"
"167","08-009-0026","0","1"
"168","08-011-0043","0","1"
"169","08-011-0052","0","1"
"170","08-011-0062","1","1"
"171","08-011-0115","0","1"
"172","08-011-0116","1","1"
"173","08-011-0331","0","1"
"174","08-011-0632","2","1"
"175","08-011-0908","0","1"
"176","08-011-0928","5","1"
"177","08-011-1022","0","1"
"178","08-011-1036","0","1"
"179","09-001-0078","0","1"
"180","09-002-0168","2","1"
"181","09-002-0244","0","1"
"182","09-003-0062","0","1"
"183","09-003-0695","0","1"
"184","09-004-0086","0","1"
"185","09-005-0003","0","1"
"186","09-006-0001","1","1"
"187","09-006-0002","1","1"
"188","09-006-0003","1","0"
"189","09-006-0004","1","0"
"190","09-007-0001","2","1"
"191","09-007-0005","1","0"
"192","09-008-0005","0","1"
"193","09-008-0007","0","1"
"194","09-008-0008","0","1"
"195","09-008-0011","0","1"
"196","09-008-0012","0","1"
"197","09-008-0013","0","1"
"198","09-008-0014","1","0"
"199","09-008-0018","1","0"
"200","09-008-0019","0","1"
"201","09-008-0020","0","1"
"202","09-008-0021","0","1"
"203","09-008-0022","0","1"
"204","09-008-0027","1","1"
"205","09-008-0029","1","0"
"206","09-009-0001","0","1"
"207","09-010-0001","0","1"
"208","09-010-0005","0","1"
"209","09-010-0009","0","1"
"210","09-010-0011","1","0"
"211","09-010-0013","0","1"
"212","09-010-0018","1","0"
"213","09-010-0021","0","1"
"214","09-010-0026","0","1"
"215","09-010-0028","0","1"
"216","09-011-0034","0","1"
"217","09-011-0538","0","1"
"218","09-011-0587","0","1"
"219","09-011-0626","0","1"
"220","09-011-0627","5","0"
"221","10-002-0044","0","1"
"222","10-003-0139","0","1"
"223","10-003-0424","0","1"
"224","10-003-0840","0","1"
"225","10-003-1048","0","1"
"226","10-003-1164","0","1"
"227","10-003-1374","0","1"
"228","10-005-0001","1","1"
"229","10-005-0002","0","1"
"230","10-005-0003","1","0"
"231","10-005-0004","0","1"
"232","10-005-0005","0","1"
"233","10-005-0008","0","1"
"234","10-005-0010","0","1"
"235","10-005-0013","2","1"
"236","10-005-0019","0","1"
"237","10-005-0020","0","1"
"238","10-005-0021","0","1"
"239","10-007-0001","1","0"
"240","10-008-0001","0","1"
"241","10-008-0003","0","1"
"242","10-008-0006","1","0"
"243","10-008-0007","1","0"
"244","10-008-0008","2","1"
"245","10-008-0010","2","1"
"246","10-008-0012","3","1"
"247","10-008-0015","1","1"
"248","10-008-0018","2","0"
"249","10-008-0020","3","1"
"250","10-008-0021","2","1"
"251","10-008-0024","1","0"
"252","10-008-0025","1","0"
"253","10-008-0026","1","0"
"254","10-008-0029","3","0"
"255","10-008-0033","3","1"
"256","10-008-0034","2","1"
"257","10-008-0035","2","0"
"258","10-008-0036","1","0"
"259","10-008-0037","3","0"
"260","10-009-0007","0","1"
"261","10-009-0010","0","1"
"262","10-009-0014","1","1"
"263","10-009-0019","0","1"
"264","10-009-0025","0","1"
"265","10-009-0027","0","1"
"266","10-009-0030","1","1"
"267","10-009-0032","0","1"
"268","10-011-0116","0","1"
"269","10-011-0137","0","1"
"270","10-011-0181","1","0"
"271","10-011-0270","0","1"
"272","10-011-0301","1","0"
"273","10-011-0316","0","1"
"274","10-011-0350","0","1"
"275","10-011-0375","0","1"
"276","10-011-0531","0","1"
"277","10-011-0570","0","1"
"278","11-001-0089","0","1"
"279","11-001-0215","0","1"
"280","11-002-0059","1","0"
"281","11-002-0068","1","0"
"282","11-002-0078","0","1"
"283","11-002-0199","0","1"
"284","11-002-0342","0","1"
"285","11-003-0102","0","1"
"286","11-003-1070","0","1"
"287","11-004-0109","1","1"
"288","11-005-0002","1","1"
"289","11-005-0003","0","1"
"290","11-005-0004","0","1"
"291","11-005-0005","1","1"
"292","11-005-0008","0","1"
"293","11-005-0012","0","1"
"294","11-006-0001","0","1"
"295","11-007-0001","0","1"
"296","11-008-0001","2","0"
"297","11-008-0003","1","1"
"298","11-008-0004","0","1"
"299","11-008-0005","2","1"
"300","11-008-0006","2","1"
"301","11-009-0001","0","1"
"302","11-010-0004","0","1"
"303","11-010-0007","0","1"
"304","11-010-0011","1","1"
"305","11-010-0013","1","0"
"306","11-010-0014","1","0"
"307","11-010-0016","2","1"
"308","11-010-0017","1","0"
"309","11-010-0018","1","1"
"310","11-010-0019","0","1"
"311","11-010-0021","1","1"
"312","11-010-0023","0","1"
"313","11-010-0030","1","1"
"314","11-010-0031","1","0"
"315","11-011-0378","0","1"
"316","11-011-0566","0","1"
"317","11-011-0581","2","1"
"318","11-011-0762","0","1"
"319","12-001-0069","1","1"
"320","12-001-0208","0","1"
"321","12-002-0025","0","1"
"322","12-003-0277","0","1"
"323","12-003-0782","0","1"
"324","12-003-1259","0","1"
"325","12-003-1635","0","1"
"326","12-003-1684","0","1"
"327","12-004-0084","3","0"
"328","12-004-0115","0","1"
"329","12-005-0001","0","1"
"330","12-006-0001","0","1"
"331","12-007-0001","1","0"
"332","12-008-0001","2","0"
"333","12-008-0002","0","1"
"334","12-008-0008","1","1"
"335","12-008-0009","1","0"
"336","12-008-0010","0","1"
"337","12-008-0011","1","0"
"338","12-008-0013","3","1"
"339","12-008-0014","0","1"
"340","12-008-0016","0","1"
"341","12-008-0019","1","0"
"342","12-008-0020","1","1"
"343","12-008-0023","0","1"
"344","12-008-0025","1","0"
"345","12-008-0026","1","1"
"346","12-008-0028","0","1"
"347","12-009-0006","1","0"
"348","12-009-0007","2","0"
"349","12-009-0008","1","1"
"350","12-009-0011","0","1"
"351","12-009-0012","0","1"
"352","12-009-0015","0","1"
"353","12-009-0019","1","1"
"354","12-009-0024","0","1"
"355","12-009-0026","2","1"
"356","12-011-0037","0","1"
"357","12-011-0092","0","1"
"358","12-011-0147","0","1"
"359","12-011-0175","0","1"
"360","12-011-0180","0","1"
"361","12-011-0352","0","1"
"362","12-011-0399","0","1"
"363","12-011-0530","0","1"
"364","12-011-0608","0","1"
"365","12-011-0776","0","1"
"366","12-011-0861","0","1"
"367","12-011-0905","0","1"
"368","12-011-0957","0","1"
"369","12-011-0979","0","1"
"370","12-011-0984","2","1"
"371","12-011-0998","0","1"
"372","12-011-1009","3","1"
"373","12-011-1192","0","1"
"374","13-001-0005","1","0"
"375","13-001-0041","0","1"
"376","13-001-0085","1","0"
"377","13-001-0109","4","1"
"378","13-001-0265","0","1"
"379","13-003-0256","0","1"
"380","13-003-0582","1","1"
"381","13-003-0628","1","0"
"382","13-003-0774","0","1"
"383","13-003-0882","0","1"
"384","13-003-0941","1","0"
"385","13-003-1054","0","1"
"386","13-003-1374","0","1"
"387","13-003-1505","0","1"
"388","13-003-1577","0","1"
"389","13-004-0021","0","1"
"390","13-004-0104","0","1"
"391","13-004-0154","0","1"
"392","13-004-0194","1","0"
"393","13-005-0002","1","0"
"394","13-005-0003","1","1"
"395","13-005-0004","0","1"
"396","13-005-0005","0","1"
"397","13-005-0007","0","1"
"398","13-005-0013","0","1"
"399","13-005-0015","0","1"
"400","13-005-0017","1","0"
"401","13-005-0018","0","1"
"402","13-005-0020","0","1"
"403","13-006-0002","1","1"
"404","13-006-0003","0","1"
"405","13-006-0005","0","1"
"406","13-006-0006","0","1"
"407","13-006-0007","0","1"
"408","13-006-0008","1","0"
"409","13-006-0009","0","1"
"410","13-006-0011","0","1"
"411","13-006-0012","0","1"
"412","13-006-0013","0","1"
"413","13-006-0014","0","1"
"414","13-006-0015","0","1"
"415","13-006-0016","0","1"
"416","13-006-0018","0","1"
"417","13-006-0020","0","1"
"418","13-008-0001","0","1"
"419","13-008-0003","0","1"
"420","13-008-0006","0","1"
"421","13-008-0007","0","1"
"422","13-008-0010","2","0"
"423","13-008-0011","1","1"
"424","13-008-0013","0","1"
"425","13-008-0014","0","1"
"426","13-008-0016","0","1"
"427","13-008-0019","0","1"
"428","13-008-0021","1","0"
"429","13-008-0023","0","1"
"430","13-008-0025","0","1"
"431","13-008-0027","0","1"
"432","13-008-0029","0","1"
"433","13-008-0031","0","1"
"434","13-008-0032","0","1"
"435","13-010-0001","0","1"
"436","13-010-0003","0","1"
"437","13-010-0006","1","0"
"438","13-010-0008","0","1"
"439","13-010-0009","0","1"
"440","13-010-0011","0","1"
"441","13-010-0012","0","1"
"442","13-010-0013","0","1"
"443","13-010-0014","0","1"
"444","13-010-0015","0","1"
"445","13-010-0016","1","0"
"446","13-010-0017","0","1"
"447","13-010-0018","0","1"
"448","13-010-0020","0","1"
"449","13-010-0027","0","1"
"450","13-010-0029","0","1"
"451","13-010-0030","2","1"
"452","13-011-0075","0","1"
"453","13-011-0160","0","1"
"454","13-011-0237","0","1"
"455","13-011-0264","0","1"
"456","13-011-0266","1","1"
"457","13-011-0283","0","1"
"458","13-011-0289","0","1"
"459","13-011-0365","1","1"
"460","13-011-0370","1","1"
"461","13-011-0372","0","1"
"462","13-011-0427","1","0"
"463","13-011-0496","0","1"
"464","13-011-0614","1","1"
"465","13-011-0661","0","1"
"466","13-011-0731","0","1"
"467","13-011-0742","0","1"
"468","13-011-0778","0","1"
"469","13-011-0794","0","1"
"470","13-011-0857","0","1"
"471","13-011-0863","0","1"
"472","13-011-0877","0","1"
"473","13-011-0893","0","1"
"474","13-011-0901","0","1"
"475","13-011-0954","0","1"
"476","13-011-0956","1","0"
"477","13-011-0975","0","1"
"478","13-011-0999","0","1"
"479","13-011-1013","0","1"
"480","14-002-0186","0","1"
"481","14-003-0122","0","1"
"482","14-003-0240","1","0"
"483","14-003-0321","1","1"
"484","14-003-0380","0","1"
"485","14-003-1204","0","1"
"486","14-003-1270","1","1"
"487","14-003-1364","1","0"
"488","14-003-1498","0","1"
"489","14-004-0013","0","1"
"490","14-008-0002","0","1"
"491","14-008-0003","2","0"
"492","14-010-0001","1","0"
"493","14-010-0002","0","1"
"494","14-011-0038","0","1"
"495","14-011-0044","0","1"
"496","14-011-0073","1","1"
"497","14-011-0075","0","1"
"498","14-011-0086","0","1"
"499","14-011-0092","0","1"
"500","14-011-0104","0","1"
"501","14-011-0114","0","1"
"502","14-011-0130","0","1"
"503","14-011-0137","0","1"
"504","14-011-0192","0","1"
"505","14-011-0209","0","1"
"506","14-011-0213","0","1"
"507","14-011-0239","0","1"
"508","14-011-0244","0","1"
"509","14-011-0274","0","1"
"510","14-011-0275","1","1"
"511","14-011-0289","0","1"
"512","14-011-0293","0","1"
"513","14-011-0297","0","1"
"514","14-011-0313","2","1"
"515","14-011-0314","0","1"
"516","14-011-0321","0","1"
"517","14-011-0374","0","1"
"518","14-011-0394","0","1"
"519","14-011-0398","0","1"
"520","14-011-0461","2","1"
"521","14-011-0482","2","0"
"522","14-011-0503","0","1"
"523","14-011-0537","0","1"
"524","14-011-0586","1","0"
"525","14-011-0597","1","0"
"526","14-011-0602","0","1"
"527","14-011-0612","0","1"
"528","14-011-0622","1","1"
"529","14-011-0698","1","0"
"530","14-011-0713","2","1"
"531","14-011-0720","0","1"
"532","14-011-0727","0","1"
"533","14-011-0770","0","1"
"534","14-011-0790","0","1"
"535","14-011-0868","0","1"
"536","14-011-0876","0","1"
"537","14-011-0904","1","1"
"538","14-011-0913","0","1"
"539","14-011-0921","0","1"
"540","14-011-0938","0","1"
"541","14-011-0973","0","1"
"542","14-011-0974","0","1"
"543","14-011-0976","0","1"
"544","14-011-0984","0","1"
"545","14-011-0986","1","0"
"546","14-011-0988","1","1"
"547","14-011-0995","0","1"
"548","14-011-1039","0","1"
"549","14-011-1097","0","1"
"550","14-011-1101","0","1"
"551","14-011-1102","0","1"
"552","14-011-1105","0","1"
"553","14-011-1109","0","1"
"554","14-011-1142","1","0"
"555","14-011-1146","0","1"
"556","15-001-0252","0","1"
"557","15-001-0342","2","1"
"558","15-002-0070","0","1"
"559","15-002-0089","1","0"
"560","15-002-0095","0","1"
"561","15-002-0199","0","1"
"562","15-002-0289","1","1"
"563","15-003-0775","0","1"
"564","15-003-0936","0","1"
"565","15-003-1441","1","1"
"566","15-007-0001","1","0"
"567","15-007-0004","0","1"
"568","15-007-0005","1","0"
"569","15-007-0007","1","0"
"570","15-007-0009","0","1"
"571","15-007-0010","0","1"
"572","15-007-0013","1","0"
"573","15-008-0001","0","1"
"574","15-008-0003","0","1"
"575","15-008-0004","1","0"
"576","15-008-0006","1","0"
"577","15-008-0007","0","1"
"578","15-008-0009","0","1"
"579","15-008-0010","0","1"
"580","15-008-0013","0","1"
"581","15-008-0014","0","1"
"582","15-008-0015","0","1"
"583","15-008-0022","0","1"
"584","15-008-0023","0","1"
"585","15-008-0026","0","1"
"586","15-008-0028","0","1"
"587","15-008-0030","0","1"
"588","15-008-0031","1","0"
"589","15-009-0001","0","1"
"590","15-009-0004","0","1"
"591","15-009-0006","1","0"
"592","15-009-0007","0","1"
"593","15-009-0008","1","0"
"594","15-009-0009","0","1"
"595","15-009-0011","0","1"
"596","15-009-0012","0","1"
"597","15-009-0013","0","1"
"598","15-009-0016","0","1"
"599","15-009-0017","0","1"
"600","15-009-0020","0","1"
"601","15-009-0021","0","1"
"602","15-009-0022","0","1"
"603","15-009-0024","0","1"
"604","15-009-0026","0","1"
"605","15-009-0027","0","1"
"606","15-009-0028","0","1"
"607","15-009-0029","0","1"
"608","15-009-0030","0","1"
"609","15-009-0034","0","1"
"610","15-010-0002","0","1"
"611","15-010-0005","1","0"
"612","15-010-0007","0","1"
"613","15-010-0010","0","1"
"614","15-010-0011","0","1"
"615","15-010-0013","0","1"
"616","15-010-0015","0","1"
"617","15-010-0018","0","1"
"618","15-010-0022","0","1"
"619","15-010-0023","0","1"
"620","15-010-0028","0","1"
"621","15-010-0029","0","1"
"622","15-010-0031","0","1"
"623","15-010-0033","0","1"
"624","15-010-0035","0","1"
"625","15-011-0004","0","1"
"626","15-011-0011","0","1"
"627","15-011-0014","0","1"
"628","15-011-0026","0","1"
"629","15-011-0035","0","1"
"630","15-011-0045","0","1"
"631","15-011-0046","0","1"
"632","15-011-0047","0","1"
"633","15-011-0049","0","1"
"634","15-011-0058","0","1"
"635","15-011-0076","2","0"
"636","15-011-0079","0","1"
"637","15-011-0085","0","1"
"638","15-011-0089","0","1"
"639","15-011-0096","0","1"
"640","15-011-0098","2","1"
"641","15-011-0099","1","1"
"642","15-011-0107","0","1"
"643","15-011-0114","0","1"
"644","15-011-0125","0","1"
"645","15-011-0128","0","1"
"646","15-011-0139","1","1"
"647","15-011-0144","1","1"
"648","15-011-0150","0","1"
"649","15-011-0157","0","1"
"650","15-011-0170","0","1"
"651","15-011-0172","0","1"
"652","15-011-0185","0","1"
"653","15-011-0186","0","1"
"654","15-011-0196","0","1"
"655","15-011-0208","0","1"
"656","15-011-0224","0","1"
"657","15-011-0243","1","0"
"658","15-011-0258","0","1"
"659","15-011-0278","0","1"
"660","15-011-0280","1","1"
"661","15-011-0283","0","1"
"662","15-011-0284","0","1"
"663","15-011-0286","0","1"
"664","15-011-0289","0","1"
"665","15-011-0306","0","1"
"666","15-011-0332","0","1"
"667","15-011-0334","0","1"
"668","15-011-0336","0","1"
"669","15-011-0338","0","1"
"670","15-011-0339","1","0"
"671","15-011-0340","0","1"
"672","15-011-0348","0","1"
"673","15-011-0353","0","1"
"674","15-011-0365","0","1"
"675","15-011-0379","0","1"
"676","15-011-0461","0","1"
"677","15-011-0465","0","1"
"678","15-011-0477","0","1"
"679","15-011-0509","0","1"
"680","15-011-0520","1","0"
"681","15-011-0528","0","1"
"682","15-011-0535","0","1"
"683","15-011-0545","1","1"
"684","15-011-0548","0","1"
"685","15-011-0558","0","1"
"686","15-011-0578","0","1"
"687","15-011-0584","0","1"
"688","15-011-0592","0","1"
"689","15-011-0608","0","1"
"690","15-011-0618","1","0"
"691","15-011-0667","0","1"
"692","15-011-0668","2","1"
"693","15-011-0677","0","1"
"694","15-011-0679","0","1"
"695","15-011-0680","0","1"
"696","15-011-0686","1","0"
"697","15-011-0704","0","1"
"698","15-011-0711","0","1"
"699","15-011-0738","0","1"
"700","15-011-0748","2","0"
"701","15-011-0762","1","0"
"702","15-011-0790","1","0"
"703","15-011-0791","0","1"
"704","15-011-0802","0","1"
"705","15-011-0828","0","1"
"706","15-011-0855","0","1"
"707","15-011-0866","1","0"
"708","15-011-0886","0","1"
"709","15-011-0890","0","1"
"710","15-011-0898","0","1"
"711","15-011-0899","0","1"
"712","15-011-0906","0","1"
"713","15-011-0924","2","0"
"714","15-011-0949","0","1"
"715","15-011-0951","0","1"
"716","15-011-0957","0","1"
"717","15-011-0966","1","0"
"718","15-011-0972","1","0"
"719","15-011-1025","0","1"
"720","15-011-1037","0","1"
"721","15-011-1059","0","1"
"722","15-011-1060","0","1"
"723","15-011-1085","0","1"
"724","15-011-1094","0","1"
"725","15-011-1107","0","1"
"726","15-011-1119","0","1"
"727","15-011-1135","1","0"
"728","15-011-1152","0","1"
"729","15-011-1185","0","1"
"730","15-011-1187","0","1"
"731","15-011-1190","0","1"
"732","15-011-1209","2","1"
"733","15-011-1225","0","1"
"734","15-011-1226","0","1"
"735","15-011-1234","0","1"
"736","15-011-1245","0","1"
"737","15-011-1255","0","1"
"738","15-011-1286","1","0"
"739","15-011-1297","0","1"
"740","16-001-0022","0","1"
"741","16-001-0046","0","1"
"742","16-001-0243","0","1"
"743","16-002-0119","0","1"
"744","16-003-0405","0","1"
"745","16-003-1337","1","1"
"746","16-003-1378","0","1"
"747","16-008-0001","1","0"
"748","16-008-0002","0","1"
"749","16-008-0006","0","1"
"750","16-008-0009","0","1"
"751","16-008-0010","0","1"
"752","16-008-0011","0","1"
"753","16-008-0012","1","0"
"754","16-008-0015","0","1"
"755","16-008-0017","0","1"
"756","16-008-0019","0","1"
"757","16-008-0021","0","1"
"758","16-010-0001","0","1"
"759","16-010-0004","0","1"
"760","16-010-0007","0","1"
"761","16-010-0010","0","1"
"762","16-010-0014","0","1"
"763","16-010-0019","0","1"
"764","16-010-0020","0","1"
"765","16-010-0021","1","0"
"766","16-010-0022","0","1"
"767","16-010-0023","0","1"
"768","16-010-0024","2","1"
"769","16-010-0025","1","0"
"770","16-010-0026","1","0"
"771","16-010-0028","0","1"
"772","16-010-0030","2","0"
"773","16-011-0004","0","1"
"774","16-011-0010","0","1"
"775","16-011-0014","0","1"
"776","16-011-0030","0","1"
"777","16-011-0036","0","1"
"778","16-011-0038","0","1"
"779","16-011-0040","0","1"
"780","16-011-0042","0","1"
"781","16-011-0045","1","1"
"782","16-011-0047","0","1"
"783","16-011-0048","0","1"
"784","16-011-0050","0","1"
"785","16-011-0053","0","1"
"786","16-011-0058","0","1"
"787","16-011-0059","0","1"
"788","16-011-0061","0","1"
"789","16-011-0067","0","1"
"790","16-011-0069","0","1"
"791","16-011-0072","0","1"
"792","16-011-0079","0","1"
"793","16-011-0090","0","1"
"794","16-011-0091","2","0"
"795","16-011-0098","0","1"
"796","16-011-0103","1","0"
"797","16-011-0112","0","1"
"798","16-011-0121","0","1"
"799","16-011-0126","0","1"
"800","16-011-0128","1","0"
"801","16-011-0129","2","0"
"802","16-011-0138","0","1"
"803","16-011-0139","0","1"
"804","16-011-0154","0","1"
"805","16-011-0163","2","1"
"806","16-011-0166","1","0"
"807","16-011-0169","0","1"
"808","16-011-0172","1","0"
"809","16-011-0179","0","1"
"810","16-011-0188","1","1"
"811","16-011-0189","0","1"
"812","16-011-0190","0","1"
"813","16-011-0195","1","0"
"814","16-011-0208","0","1"
"815","16-011-0214","1","1"
"816","16-011-0216","0","1"
"817","16-011-0218","0","1"
"818","16-011-0221","0","1"
"819","16-011-0226","2","0"
"820","16-011-0232","0","1"
"821","16-011-0263","1","1"
"822","16-011-0272","0","1"
"823","16-011-0320","0","1"
"824","16-011-0335","1","0"
"825","16-011-0349","0","1"
"826","16-011-0353","0","1"
"827","16-011-0361","0","1"
"828","16-011-0370","0","1"
"829","16-011-0417","0","1"
"830","16-011-0420","0","1"
"831","16-011-0437","0","1"
"832","16-011-0443","0","1"
"833","16-011-0444","0","1"
"834","16-011-0446","0","1"
"835","16-011-0456","0","1"
"836","16-011-0468","0","1"
"837","16-011-0476","0","1"
"838","16-011-0502","1","0"
"839","16-011-0521","1","0"
"840","16-011-0526","0","1"
"841","16-011-0537","0","1"
"842","16-011-0543","0","1"
"843","16-011-0577","0","1"
"844","16-011-0578","0","1"
"845","16-011-0580","0","1"
"846","16-011-0584","0","1"
"847","16-011-0603","0","1"
"848","16-011-0626","0","1"
"849","16-011-0631","0","1"
"850","16-011-0637","1","0"
"851","16-011-0650","1","0"
"852","16-011-0654","0","1"
"853","16-011-0658","0","1"
"854","16-011-0664","0","1"
"855","16-011-0669","0","1"
"856","16-011-0671","0","1"
"857","16-011-0715","2","0"
"858","16-011-0753","0","1"
"859","16-011-0792","0","1"
"860","16-011-0795","0","1"
"861","16-011-0816","0","1"
"862","16-011-0900","0","1"
"863","16-011-0926","1","0"
"864","16-011-0933","0","1"
"865","16-011-0957","0","1"
"866","16-011-0977","0","1"
"867","16-011-1072","0","1"
"868","16-011-1093","1","0"
"869","16-011-1119","0","1"
"870","16-011-1131","0","1"
"871","16-011-1136","0","1"
"872","16-011-1138","0","1"
"873","16-011-1140","0","1"
"874","16-011-1170","1","1"
"875","16-011-1185","1","0"
"876","16-011-1203","2","1"
"877","17-001-0113","0","1"
"878","17-002-0265","0","1"
"879","17-002-0323","0","1"
"880","17-002-0359","0","1"
"881","17-003-1307","0","1"
"882","17-003-1387","0","1"
"883","17-003-1450","0","1"
"884","17-003-1598","0","1"
"885","17-003-1647","0","1"
"886","17-005-0001","0","1"
"887","17-005-0002","0","1"
"888","17-005-0003","0","1"
"889","17-005-0005","1","0"
"890","17-005-0007","1","0"
"891","17-005-0010","0","1"
"892","17-005-0012","0","1"
"893","17-005-0013","0","1"
"894","17-005-0016","0","1"
"895","17-005-0017","0","1"
"896","17-005-0020","0","1"
"897","17-005-0021","0","1"
"898","17-005-0022","1","0"
"899","17-006-0002","0","1"
"900","17-006-0004","0","1"
"901","17-006-0005","0","1"
"902","17-006-0010","0","1"
"903","17-006-0012","0","1"
"904","17-006-0014","0","1"
"905","17-006-0016","0","1"
"906","17-006-0017","0","1"
"907","17-007-0004","0","1"
"908","17-007-0005","0","1"
"909","17-007-0008","1","0"
"910","17-007-0009","0","1"
"911","17-007-0011","0","1"
"912","17-007-0015","1","0"
"913","17-011-0033","0","1"
"914","17-011-0048","0","1"
"915","17-011-0061","1","0"
"916","17-011-0062","0","1"
"917","17-011-0080","0","1"
"918","17-011-0081","0","1"
"919","17-011-0089","0","1"
"920","17-011-0093","2","0"
"921","17-011-0094","1","1"
"922","17-011-0108","1","0"
"923","17-011-0117","1","0"
"924","17-011-0141","0","1"
"925","17-011-0146","0","1"
"926","17-011-0147","1","0"
"927","17-011-0150","1","0"
"928","17-011-0157","0","1"
"929","17-011-0168","0","1"
"930","17-011-0170","0","1"
"931","17-011-0178","1","0"
