"","Matricula","NC","C"
"1","01-000-0257","1","1"
"2","02-001-0064","0","1"
"3","02-001-0209","0","1"
"4","02-002-0344","3","1"
"5","07-011-0923","0","1"
"6","08-011-0331","1","0"
"7","10-003-1164","0","1"
"8","10-009-0014","1","0"
"9","10-011-0570","0","1"
"10","11-002-0342","4","1"
"11","11-011-0581","1","0"
"12","13-003-1374","0","1"
"13","13-011-0370","1","1"
"14","13-011-0372","1","0"
"15","13-011-0731","1","1"
"16","13-011-0794","1","1"
"17","14-011-0398","4","0"
"18","14-011-0437","1","0"
"19","14-011-0597","1","0"
"20","14-011-0904","0","1"
"21","15-001-0336","1","0"
