"","Matricula","NC","C"
"1","02-001-0064","1","1"
"2","02-001-0200","0","1"
"3","02-001-0209","0","1"
"4","04-003-1135","0","1"
"5","04-003-1244","0","1"
"6","05-006-2844","1","0"
"7","06-003-1850","0","1"
"8","07-011-0085","0","1"
"9","07-011-0375","1","0"
"10","07-011-0923","0","1"
"11","08-011-0331","0","1"
"12","08-011-0532","0","1"
"13","09-011-0242","1","0"
"14","10-005-0013","2","1"
"15","10-005-0015","1","0"
"16","10-008-0006","1","0"
"17","10-008-0010","1","1"
"18","11-002-0078","0","1"
"19","11-002-0082","0","1"
"20","11-004-0099","0","1"
"21","11-005-0004","1","0"
"22","11-005-0011","1","0"
"23","12-001-0208","0","1"
"24","12-003-1259","0","1"
"25","12-006-0001","1","1"
"26","12-008-0001","1","0"
"27","12-009-0030","0","1"
"28","13-001-0053","0","1"
"29","13-001-0109","1","1"
"30","13-005-0005","1","0"
"31","13-005-0013","0","1"
"32","13-005-0015","2","0"
"33","13-006-0004","2","0"
"34","13-011-0349","1","0"
"35","13-011-0372","1","0"
"36","13-011-0975","0","1"
"37","14-003-0122","0","1"
"38","14-011-0713","1","0"
"39","15-001-0252","0","1"
"40","15-001-0336","0","1"
"41","15-001-0342","0","1"
"42","15-002-0089","0","1"
"43","15-003-0338","0","1"
