"","Matricula","NC","C"
"1","02-001-0064","0","1"
"2","02-001-0200","0","1"
"3","02-001-0209","0","1"
"4","04-003-1244","0","1"
"5","04-003-1529","0","1"
"6","05-003-3233","0","1"
"7","06-003-0645","0","1"
"8","07-011-0085","0","1"
"9","07-011-0539","0","1"
"10","08-011-0331","1","1"
"11","08-011-0532","0","1"
"12","09-011-0242","0","1"
"13","10-011-0570","0","1"
"14","11-005-0003","0","1"
"15","11-011-0678","1","0"
"16","12-003-1259","0","1"
"17","12-004-0084","0","1"
"18","13-008-0029","0","1"
"19","13-011-0901","0","1"
"20","14-004-0013","0","1"
"21","15-001-0342","0","1"
