"","Matricula","NC","C"
"1","01-000-0257","0","1"
"2","02-001-0200","1","1"
"3","02-001-0209","1","1"
"4","02-002-0344","2","1"
"5","08-011-0908","0","1"
"6","10-008-0033","0","1"
"7","10-011-0316","0","1"
"8","11-011-0581","0","1"
"9","13-001-0053","0","1"
"10","13-004-0021","2","1"
"11","13-005-0003","0","1"
"12","14-003-1270","2","1"
"13","14-003-1498","0","1"
"14","14-010-0002","0","1"
"15","14-011-0192","0","1"
"16","14-011-0275","0","1"
"17","14-011-0398","0","1"
"18","14-011-0437","1","0"
"19","14-011-1105","0","1"
"20","14-011-1146","0","1"
