"","Matricula","NC","C"
"1","01-000-0257","0","1"
"2","02-001-0209","3","1"
"3","05-005-3325","1","0"
"4","07-011-0214","1","0"
"5","08-011-0331","1","0"
"6","09-011-0242","0","1"
"7","10-003-1164","0","1"
"8","10-008-0025","0","1"
"9","11-002-0342","3","1"
"10","12-011-0092","0","1"
"11","12-011-0175","1","0"
"12","12-011-0180","1","0"
"13","12-011-1009","0","1"
"14","13-003-0882","1","0"
"15","13-005-0005","1","0"
"16","13-008-0024","3","0"
"17","13-010-0017","1","1"
"18","13-011-0857","3","0"
"19","13-011-0975","1","0"
"20","14-011-0398","4","0"
"21","14-011-0437","0","1"
"22","14-011-0461","0","1"
"23","15-003-0338","1","0"
