"","Matricula","NC","C"
"1","02-001-0064","0","1"
"2","02-001-0200","0","1"
"3","02-001-0209","0","1"
"4","04-003-1529","0","1"
"5","05-003-3233","0","1"
"6","07-011-0085","0","1"
"7","07-011-0539","0","1"
"8","07-011-0906","1","1"
"9","08-011-0532","0","1"
"10","09-002-0168","0","1"
"11","09-011-0242","0","1"
"12","10-003-0424","1","1"
"13","11-002-0342","0","1"
"14","11-005-0003","0","1"
"15","11-011-0678","0","1"
"16","12-003-1259","1","0"
"17","12-004-0084","0","1"
"18","12-011-0037","0","1"
"19","13-011-0857","1","0"
"20","13-011-0982","0","1"
"21","14-011-0297","1","1"
"22","14-011-0437","2","0"
"23","14-011-0597","1","0"
"24","15-003-0338","1","0"
