"","Matricula","NC","C"
"1","02-001-0064","1","1"
"2","07-011-0539","0","1"
"3","07-011-0923","0","1"
"4","10-003-0424","1","0"
"5","10-011-0570","0","1"
"6","11-002-0199","1","1"
"7","12-011-0092","0","1"
"8","13-001-0109","2","0"
"9","13-003-0882","0","1"
"10","13-003-1374","0","1"
"11","13-010-0014","0","1"
"12","13-011-0160","1","1"
"13","13-011-0370","0","1"
"14","13-011-0742","0","1"
"15","13-011-0794","0","1"
"16","13-011-0901","0","1"
"17","13-011-0975","1","1"
"18","14-011-0408","1","0"
"19","14-011-0537","0","1"
"20","14-011-0770","0","1"
"21","15-001-0252","0","1"
"22","15-001-0336","1","1"
"23","15-001-0342","0","1"
"24","15-002-0070","0","1"
"25","15-003-0338","0","1"
