"","Matricula","NC","C"
"1","01-000-0257","3","1"
"2","02-001-0064","1","0"
"3","02-001-0200","2","1"
"4","02-001-0209","2","1"
"5","02-002-0344","0","1"
"6","05-003-3233","0","1"
"7","09-011-0242","1","0"
"8","10-005-0013","0","1"
"9","11-011-0581","2","0"
"10","12-011-1192","1","0"
"11","13-001-0053","0","1"
"12","13-003-0882","1","0"
"13","14-003-1498","1","1"
"14","14-011-0597","1","0"
"15","14-011-0938","1","1"
"16","14-011-1105","0","1"
"17","15-001-0336","1","0"
"18","15-003-0338","1","0"
